,entry_time,exit_time,entry_price,exit_price,pnl,duration,exit_reason
0,2024-01-02 14:00:00,2024-01-03 11:00:00,2367.28,2307.68,-0.02517657395829831,0 days 21:00:00,STOP-LOSS
1,2024-01-09 21:00:00,2024-01-10 00:00:00,2317.66,2398.63,0.03493609934157749,0 days 03:00:00,TAKE-PROFIT
2,2024-01-10 12:00:00,2024-01-10 15:00:00,2359.61,2449.3,0.03801051868741023,0 days 03:00:00,TAKE-PROFIT
3,2024-01-11 16:00:00,2024-01-12 13:00:00,2588.0,2673.78,0.033145285935085145,0 days 21:00:00,TAKE-PROFIT
4,2024-01-12 16:00:00,2024-01-12 21:00:00,2620.44,2526.05,-0.03602066828471551,0 days 05:00:00,STOP-LOSS
5,2024-01-27 16:00:00,2024-01-28 01:00:00,2264.08,2278.83,0.0065147874633404435,0 days 09:00:00,TAKE-PROFIT
6,2024-01-28 11:00:00,2024-01-28 18:00:00,2281.08,2261.15,-0.008737089448857538,0 days 07:00:00,STOP-LOSS
7,2024-01-29 03:00:00,2024-01-29 13:00:00,2272.11,2244.42,-0.012186909964746473,0 days 10:00:00,STOP-LOSS
8,2024-01-30 12:00:00,2024-01-30 15:00:00,2306.71,2340.91,0.014826311066410414,0 days 03:00:00,TAKE-PROFIT
9,2024-01-31 15:00:00,2024-01-31 20:00:00,2329.42,2287.98,-0.017789836096539058,0 days 05:00:00,STOP-LOSS
10,2024-02-02 15:00:00,2024-02-02 17:00:00,2313.99,2292.92,-0.009105484466224834,0 days 02:00:00,STOP-LOSS
11,2024-02-03 00:00:00,2024-02-04 06:00:00,2313.81,2287.5,-0.011370855861112195,1 days 06:00:00,STOP-LOSS
12,2024-02-06 02:00:00,2024-02-06 16:00:00,2324.29,2346.94,0.009744911349272245,0 days 14:00:00,TAKE-PROFIT
13,2024-02-07 13:00:00,2024-02-07 17:00:00,2372.83,2410.26,0.015774412831935036,0 days 04:00:00,TAKE-PROFIT
14,2024-02-08 13:00:00,2024-02-08 15:00:00,2425.05,2453.88,0.011888414671862302,0 days 02:00:00,TAKE-PROFIT
15,2024-02-08 16:00:00,2024-02-09 02:00:00,2424.6,2457.51,0.013573372927493388,0 days 10:00:00,TAKE-PROFIT
16,2024-02-09 05:00:00,2024-02-09 11:00:00,2453.7,2503.2,0.0201736153564005,0 days 06:00:00,TAKE-PROFIT
17,2024-02-10 20:00:00,2024-02-11 04:00:00,2506.21,2517.46,0.00448884969735186,0 days 08:00:00,TAKE-PROFIT
18,2024-02-11 18:00:00,2024-02-12 06:00:00,2506.97,2494.01,-0.00516958719091154,0 days 12:00:00,STOP-LOSS
19,2024-02-12 07:00:00,2024-02-12 09:00:00,2501.71,2477.05,-0.00985725763577705,0 days 02:00:00,STOP-LOSS
20,2024-02-13 13:00:00,2024-02-13 14:00:00,2643.61,2633.26,-0.003915100941515592,0 days 01:00:00,STOP-LOSS
21,2024-02-13 17:00:00,2024-02-14 08:00:00,2619.65,2707.21,0.03342431240814614,0 days 15:00:00,TAKE-PROFIT
22,2024-02-16 07:00:00,2024-02-16 15:00:00,2815.05,2776.01,-0.013868314950000848,0 days 08:00:00,STOP-LOSS
23,2024-02-20 01:00:00,2024-02-20 13:00:00,2921.6,2997.61,0.026016566265060215,0 days 12:00:00,TAKE-PROFIT
24,2024-02-20 14:00:00,2024-02-20 23:00:00,2939.01,3014.81,0.025790997648868164,0 days 09:00:00,TAKE-PROFIT
25,2024-02-22 05:00:00,2024-02-22 08:00:00,2933.8,3020.77,0.029644147521985076,0 days 03:00:00,TAKE-PROFIT
26,2024-02-22 13:00:00,2024-02-22 20:00:00,2944.68,3013.01,0.023204558729641445,0 days 07:00:00,TAKE-PROFIT
27,2024-02-25 16:00:00,2024-02-25 20:00:00,3040.23,3098.6,0.019199205323281454,0 days 04:00:00,TAKE-PROFIT
28,2024-02-26 14:00:00,2024-02-26 16:00:00,3103.52,3153.57,0.016126849512811292,0 days 02:00:00,TAKE-PROFIT
29,2024-02-27 15:00:00,2024-02-28 07:00:00,3229.78,3302.99,0.022667178569438118,0 days 16:00:00,TAKE-PROFIT
30,2024-02-29 14:00:00,2024-02-29 17:00:00,3469.05,3384.82,-0.02428042259408192,0 days 03:00:00,STOP-LOSS
31,2024-03-01 15:00:00,2024-03-03 16:00:00,3390.76,3480.52,0.026471941393669818,2 days 01:00:00,TAKE-PROFIT
32,2024-03-04 13:00:00,2024-03-04 16:00:00,3490.12,3549.8,0.01709969857769944,0 days 03:00:00,TAKE-PROFIT
33,2024-03-05 17:00:00,2024-03-05 19:00:00,3686.51,3376.46,-0.0841039357007034,0 days 02:00:00,STOP-LOSS
34,2024-03-06 05:00:00,2024-03-11 12:00:00,3769.44,4054.99,0.0757539581476292,5 days 07:00:00,TAKE-PROFIT
35,2024-03-21 13:00:00,2024-03-21 18:00:00,3519.85,3421.71,-0.027881869966049688,0 days 05:00:00,STOP-LOSS
36,2024-03-21 19:00:00,2024-03-22 13:00:00,3441.38,3340.35,-0.029357408946411145,0 days 18:00:00,STOP-LOSS
37,2024-03-26 13:00:00,2024-03-26 14:00:00,3608.2,3593.49,-0.004076825009700191,0 days 01:00:00,STOP-LOSS
38,2024-03-27 09:00:00,2024-03-27 13:00:00,3573.81,3565.86,-0.002224516692269529,0 days 04:00:00,TAKE-PROFIT
39,2024-04-06 14:00:00,2024-04-06 23:00:00,3335.05,3351.59,0.004959445885369007,0 days 09:00:00,TAKE-PROFIT
40,2024-04-07 15:00:00,2024-04-07 23:00:00,3390.13,3454.2,0.018898980275092514,0 days 08:00:00,TAKE-PROFIT
41,2024-04-09 06:00:00,2024-04-09 14:00:00,3642.49,3522.77,-0.03286762626664719,0 days 08:00:00,STOP-LOSS
42,2024-04-11 12:00:00,2024-04-11 13:00:00,3557.72,3526.29,-0.008834309614022429,0 days 01:00:00,STOP-LOSS
43,2024-04-21 13:00:00,2024-04-22 03:00:00,3145.61,3190.1,0.014143520652591945,0 days 14:00:00,TAKE-PROFIT
44,2024-04-22 17:00:00,2024-04-23 07:00:00,3199.07,3160.48,-0.012062880774725171,0 days 14:00:00,STOP-LOSS
45,2024-04-23 10:00:00,2024-04-23 14:00:00,3181.2,3247.84,0.02094806991072562,0 days 04:00:00,TAKE-PROFIT
46,2024-04-28 22:00:00,2024-04-29 02:00:00,3290.61,3221.46,-0.021014340806111975,0 days 04:00:00,STOP-LOSS
47,2024-05-05 09:00:00,2024-05-06 08:00:00,3143.92,3197.61,0.017077406549784957,0 days 23:00:00,TAKE-PROFIT
48,2024-05-06 10:00:00,2024-05-06 12:00:00,3145.96,3102.94,-0.013674681178400205,0 days 02:00:00,STOP-LOSS
49,2024-05-13 14:00:00,2024-05-14 06:00:00,2951.92,2916.03,-0.012158188568795913,0 days 16:00:00,STOP-LOSS
50,2024-05-18 14:00:00,2024-05-19 13:00:00,3105.06,3085.35,-0.0063477034260207565,0 days 23:00:00,STOP-LOSS
51,2024-05-22 04:00:00,2024-05-22 12:00:00,3749.5,3666.96,-0.022013601813575145,0 days 08:00:00,STOP-LOSS
52,2024-05-22 14:00:00,2024-05-23 09:00:00,3744.53,3808.6,0.01711029154526722,0 days 19:00:00,TAKE-PROFIT
53,2024-05-23 14:00:00,2024-05-23 20:00:00,3763.99,3756.01,-0.002120090648487283,0 days 06:00:00,STOP-LOSS
54,2024-05-23 21:00:00,2024-05-24 08:00:00,3843.4,3674.0,-0.04407555809959929,0 days 11:00:00,STOP-LOSS
55,2024-05-27 19:00:00,2024-05-28 18:00:00,3873.25,3800.0,-0.01891176660427285,0 days 23:00:00,STOP-LOSS
56,2024-06-02 02:00:00,2024-06-02 09:00:00,3806.5,3780.16,-0.006919742545645646,0 days 07:00:00,STOP-LOSS
57,2024-06-02 11:00:00,2024-06-02 18:00:00,3805.01,3770.85,-0.008977637378088432,0 days 07:00:00,STOP-LOSS
58,2024-06-03 04:00:00,2024-06-03 14:00:00,3817.55,3769.42,-0.012607562441880327,0 days 10:00:00,STOP-LOSS
59,2024-06-05 12:00:00,2024-06-05 14:00:00,3820.24,3794.91,-0.00663047347810608,0 days 02:00:00,STOP-LOSS
60,2024-06-05 15:00:00,2024-06-05 18:00:00,3813.58,3846.0,0.008501198349057937,0 days 03:00:00,TAKE-PROFIT
61,2024-06-06 12:00:00,2024-06-06 17:00:00,3845.79,3833.25,-0.003260708463020623,0 days 05:00:00,STOP-LOSS
62,2024-06-17 03:00:00,2024-06-17 07:00:00,3582.05,3552.68,-0.008199215533004955,0 days 04:00:00,STOP-LOSS
63,2024-06-19 17:00:00,2024-06-20 11:00:00,3561.8,3598.94,0.010427312033241654,0 days 18:00:00,TAKE-PROFIT
64,2024-06-28 02:00:00,2024-06-28 14:00:00,3450.06,3412.9,-0.010770827174020114,0 days 12:00:00,STOP-LOSS
65,2024-07-09 01:00:00,2024-07-10 16:00:00,3028.92,3120.01,0.030073425511403462,1 days 15:00:00,TAKE-PROFIT
66,2024-07-10 20:00:00,2024-07-11 12:00:00,3096.01,3192.5,0.03116592000671825,0 days 16:00:00,TAKE-PROFIT
67,2024-07-11 15:00:00,2024-07-12 01:00:00,3117.95,3088.51,-0.009442101380714774,0 days 10:00:00,STOP-LOSS
68,2024-07-12 20:00:00,2024-07-13 22:00:00,3109.38,3191.92,0.026545484951983944,1 days 02:00:00,TAKE-PROFIT
69,2024-07-14 14:00:00,2024-07-14 21:00:00,3192.01,3254.42,0.019551943759574586,0 days 07:00:00,TAKE-PROFIT
70,2024-07-16 06:00:00,2024-07-16 16:00:00,3398.99,3465.59,0.019594055881305916,0 days 10:00:00,TAKE-PROFIT
71,2024-07-17 11:00:00,2024-07-17 16:00:00,3449.03,3401.78,-0.013699503918493061,0 days 05:00:00,STOP-LOSS
72,2024-07-18 02:00:00,2024-07-18 16:00:00,3424.64,3420.4,-0.0012380863390020203,0 days 14:00:00,STOP-LOSS
73,2024-07-20 07:00:00,2024-07-20 17:00:00,3487.4,3527.16,0.01140104375752693,0 days 10:00:00,TAKE-PROFIT
74,2024-07-21 14:00:00,2024-07-21 17:00:00,3510.74,3468.6,-0.012003167423392136,0 days 03:00:00,STOP-LOSS
75,2024-07-21 19:00:00,2024-07-22 00:00:00,3490.72,3543.32,0.015068524545079676,0 days 05:00:00,TAKE-PROFIT
76,2024-07-27 12:00:00,2024-07-27 13:00:00,3287.87,3317.59,0.009039286833117055,0 days 01:00:00,TAKE-PROFIT
77,2024-07-27 16:00:00,2024-07-27 19:00:00,3272.12,3261.0,-0.0033984083713310964,0 days 03:00:00,STOP-LOSS
78,2024-07-27 21:00:00,2024-07-28 00:00:00,3283.7,3246.8,-0.01123732375064701,0 days 03:00:00,STOP-LOSS
79,2024-07-29 17:00:00,2024-07-30 19:00:00,3313.46,3272.79,-0.012274178653129963,1 days 02:00:00,STOP-LOSS
80,2024-08-10 16:00:00,2024-08-11 03:00:00,2607.3,2646.38,0.014988685613469777,0 days 11:00:00,TAKE-PROFIT
81,2024-08-11 18:00:00,2024-08-11 20:00:00,2639.11,2557.41,-0.030957406095236784,0 days 02:00:00,STOP-LOSS
82,2024-08-13 16:00:00,2024-08-14 13:00:00,2715.85,2659.19,-0.020862713331001315,0 days 21:00:00,STOP-LOSS
83,2024-08-19 01:00:00,2024-08-19 09:00:00,2631.2,2579.9,-0.01949680754028571,0 days 08:00:00,STOP-LOSS
84,2024-08-20 13:00:00,2024-08-20 14:00:00,2645.61,2585.41,-0.022754676615223013,0 days 01:00:00,STOP-LOSS
85,2024-08-22 10:00:00,2024-08-22 13:00:00,2640.79,2620.43,-0.007709814108656898,0 days 03:00:00,STOP-LOSS
86,2024-08-22 20:00:00,2024-08-23 05:00:00,2624.79,2674.69,0.019011044693099333,0 days 09:00:00,TAKE-PROFIT
87,2024-08-23 14:00:00,2024-08-23 17:00:00,2650.25,2727.0,0.028959532119611442,0 days 03:00:00,TAKE-PROFIT
88,2024-08-24 21:00:00,2024-08-26 17:00:00,2739.21,2694.89,-0.016179847474271813,1 days 20:00:00,STOP-LOSS
89,2024-09-10 12:00:00,2024-09-10 14:00:00,2349.8,2336.79,-0.005536641416290844,0 days 02:00:00,STOP-LOSS
90,2024-09-10 17:00:00,2024-09-10 20:00:00,2350.91,2378.11,0.0115699877919615,0 days 03:00:00,TAKE-PROFIT
91,2024-09-11 01:00:00,2024-09-11 10:00:00,2350.55,2316.48,-0.014494480015315614,0 days 09:00:00,STOP-LOSS
92,2024-09-12 19:00:00,2024-09-13 15:00:00,2361.03,2407.79,0.01980491565121989,0 days 20:00:00,TAKE-PROFIT
93,2024-09-15 13:00:00,2024-09-15 14:00:00,2410.4,2411.79,0.0005766677729837077,0 days 01:00:00,STOP-LOSS
94,2024-09-21 00:00:00,2024-09-21 23:00:00,2568.14,2612.4,0.017234262929591182,0 days 23:00:00,TAKE-PROFIT
95,2024-09-22 09:00:00,2024-09-22 21:00:00,2579.62,2547.61,-0.01240880439754688,0 days 12:00:00,STOP-LOSS
96,2024-09-22 22:00:00,2024-09-23 00:00:00,2589.93,2593.97,0.0015598877189730853,0 days 02:00:00,STOP-LOSS
97,2024-09-24 00:00:00,2024-09-25 17:00:00,2627.99,2575.41,-0.02000768648282525,1 days 17:00:00,STOP-LOSS
98,2024-09-26 20:00:00,2024-09-27 14:00:00,2631.01,2681.98,0.019372788396851304,0 days 18:00:00,TAKE-PROFIT
99,2024-09-28 17:00:00,2024-09-29 06:00:00,2675.47,2650.0,-0.009519822685359891,0 days 13:00:00,STOP-LOSS
100,2024-10-05 13:00:00,2024-10-06 13:00:00,2409.91,2431.06,0.008776261354158432,1 days 00:00:00,TAKE-PROFIT
101,2024-10-07 10:00:00,2024-10-07 14:00:00,2449.13,2498.52,0.020166344783657753,0 days 04:00:00,TAKE-PROFIT
102,2024-10-07 15:00:00,2024-10-07 18:00:00,2474.23,2425.07,-0.019868807669456756,0 days 03:00:00,STOP-LOSS
103,2024-10-09 03:00:00,2024-10-09 20:00:00,2446.78,2356.17,-0.0370323445507974,0 days 17:00:00,STOP-LOSS
104,2024-10-12 10:00:00,2024-10-12 14:00:00,2455.5,2471.43,0.0064874770922418445,0 days 04:00:00,TAKE-PROFIT
105,2024-10-13 03:00:00,2024-10-14 03:00:00,2457.86,2521.11,0.025733768400153068,1 days 00:00:00,TAKE-PROFIT
106,2024-10-15 11:00:00,2024-10-15 13:00:00,2586.2,2671.18,0.03285902095738913,0 days 02:00:00,TAKE-PROFIT
107,2024-10-15 15:00:00,2024-10-18 01:00:00,2573.45,2643.87,0.027364044376226415,2 days 10:00:00,TAKE-PROFIT
108,2024-10-18 03:00:00,2024-10-18 15:00:00,2609.99,2653.15,0.016536461825524373,0 days 12:00:00,TAKE-PROFIT
109,2024-10-19 23:00:00,2024-10-20 14:00:00,2648.2,2711.01,0.023717997130126234,0 days 15:00:00,TAKE-PROFIT
110,2024-10-28 13:00:00,2024-10-28 22:00:00,2513.77,2568.79,0.02188744395867559,0 days 09:00:00,TAKE-PROFIT
111,2024-10-29 19:00:00,2024-10-30 06:00:00,2624.74,2657.4,0.01244313722502044,0 days 11:00:00,TAKE-PROFIT
112,2024-11-08 14:00:00,2024-11-08 19:00:00,2913.1,2949.96,0.01265318732621612,0 days 05:00:00,TAKE-PROFIT
113,2024-11-10 19:00:00,2024-11-10 21:00:00,3164.27,3169.33,0.0015991050068420165,0 days 02:00:00,STOP-LOSS
114,2024-11-10 22:00:00,2024-11-11 16:00:00,3184.36,3276.7,0.028997977615596193,0 days 18:00:00,TAKE-PROFIT
115,2024-11-12 10:00:00,2024-11-13 04:00:00,3281.13,3190.06,-0.02775568173159859,0 days 18:00:00,STOP-LOSS
116,2024-11-17 08:00:00,2024-11-17 13:00:00,3145.33,3103.34,-0.013349950561626245,0 days 05:00:00,STOP-LOSS
117,2024-11-18 19:00:00,2024-11-20 18:00:00,3127.17,3049.01,-0.02499384427453577,1 days 23:00:00,STOP-LOSS
118,2024-11-22 10:00:00,2024-11-23 12:00:00,3322.62,3399.82,0.023234676249465958,1 days 02:00:00,TAKE-PROFIT
119,2024-11-25 22:00:00,2024-11-26 10:00:00,3451.15,3317.4,-0.03875519754284806,0 days 12:00:00,STOP-LOSS
120,2024-11-28 23:00:00,2024-11-30 03:00:00,3578.79,3657.12,0.02188728592624889,1 days 04:00:00,TAKE-PROFIT
121,2024-12-01 02:00:00,2024-12-01 15:00:00,3664.01,3728.59,0.017625497747003838,0 days 13:00:00,TAKE-PROFIT
122,2024-12-01 20:00:00,2024-12-02 03:00:00,3690.43,3685.01,-0.0014686635432726858,0 days 07:00:00,TAKE-PROFIT
123,2024-12-02 04:00:00,2024-12-02 08:00:00,3691.12,3602.51,-0.024006263681484175,0 days 04:00:00,STOP-LOSS
124,2024-12-05 20:00:00,2024-12-05 22:00:00,3826.2,3803.32,-0.005979823323401745,0 days 02:00:00,STOP-LOSS
125,2024-12-06 00:00:00,2024-12-06 15:00:00,3862.32,3993.02,0.03383976470100869,0 days 15:00:00,TAKE-PROFIT
126,2024-12-08 04:00:00,2024-12-08 08:00:00,3979.58,3939.98,-0.009950798828016971,0 days 04:00:00,STOP-LOSS
127,2024-12-08 12:00:00,2024-12-09 01:00:00,3985.61,3945.0,-0.010189155486864054,0 days 13:00:00,STOP-LOSS
128,2024-12-12 19:00:00,2024-12-16 00:00:00,3871.14,4000.27,0.03335709894243033,3 days 05:00:00,TAKE-PROFIT
129,2024-12-16 16:00:00,2024-12-16 18:00:00,3962.41,4086.66,0.03135717909050295,0 days 02:00:00,TAKE-PROFIT
130,2024-12-17 00:00:00,2024-12-17 22:00:00,3959.01,3883.33,-0.019115890083632125,0 days 22:00:00,STOP-LOSS
131,2024-12-25 11:00:00,2024-12-26 07:00:00,3471.04,3422.0,-0.01412833041393935,0 days 20:00:00,STOP-LOSS
132,2024-12-29 08:00:00,2024-12-29 14:00:00,3396.4,3370.12,-0.007737604522435548,0 days 06:00:00,STOP-LOSS
133,2024-12-30 03:00:00,2024-12-30 13:00:00,3403.76,3336.84,-0.019660610618845054,0 days 10:00:00,STOP-LOSS
